"","gene","n"
"4799","OLR1",4
"4800","OMD",10
"4801","OMG",16
"4802","OMP",4
"4803","ONECUT2",9
"4804","ONECUT3",17
"4805","OPCML",3
"4806","OPN3",21
"4807","OPRD1",3
"4808","OPRL1",17
"4809","OR10A2",1
"4810","OR10H1",13
"4811","OR13A1",2
"4812","OR2A1",16
"4813","OR2A7",3
"4814","OR2B6",1
"4815","OR51E1",6
"4816","OR51E2",2
"4817","ORC1",4
"4818","ORC6",2
"4819","OSBP2",9
"4820","OSBPL1A",1
"4821","OSBPL3",2
"4822","OSBPL7",3
"4823","OSM",3
"4824","OSMR",3
"4825","OSR1",3
"4826","OSR2",1
"4827","OTC",9
"4828","OTOA",10
"4829","OTOF",1
"4830","OTOGL",2
"4831","OTUB2",4
"4832","OTUD1",1
"4833","OTUD3",1
"4834","OTULINL",2
"4835","OTX1",7
"4836","OVCH1",2
"4837","OVOL1",3
"4838","OVOL2",3
"4839","OXCT1",3
"4840","OXCT2",22
"4841","OXER1",2
"4842","OXGR1",9
"4843","OXLD1",2
"4844","OXTR",1
"4845","P2RX1",2
"4846","P2RX2",1
"4847","P2RX4",1
"4848","P2RX5",4
"4849","P2RX6",6
"4850","P2RY1",4
"4851","P2RY10",3
"4852","P2RY11",4
"4853","P2RY12",3
"4854","P2RY13",3
"4855","P2RY14",3
"4856","P2RY2",3
"4857","P2RY4",1
"4858","P2RY6",1
"4859","P2RY8",3
"4860","P3H1",1
"4861","P3H2",1
"4862","P3H3",4
"4863","P4HA1",2
"4864","P4HA3",3
"4865","PABPC1L",6
"4866","PABPC3",24
"4867","PABPC5",4
"4868","PABPN1",22
"4869","PACC1",1
"4870","PACS1",1
"4871","PACSIN1",2
"4872","PACSIN3",7
"4873","PADI1",5
"4874","PADI2",7
"4875","PADI3",3
"4876","PAFAH1B3",1
"4877","PAG1",3
"4878","PAGR1",13
"4879","PAH",11
"4880","PAICS",5
"4881","PAIP1",1
"4882","PAIP2B",1
"4883","PAK3",3
"4884","PAK6",23
"4885","PALD1",6
"4886","PALLD",4
"4887","PALM",3
"4888","PALM3",2
"4889","PALMD",3
"4890","PAM",1
"4891","PAM16",3
"4892","PAMR1",3
"4893","PAN2",2
"4894","PANK1",3
"4895","PAOX",23
"4896","PAPLN",4
"4897","PAPPA",3
"4898","PAPPA2",3
"4899","PAPSS2",2
"4900","PAQR4",2
"4901","PAQR5",9
"4902","PAQR6",4
"4903","PAQR8",2
"4904","PARD3B",1
"4905","PARD6B",7
"4906","PARD6G",1
"4907","PARL",24
"4908","PARM1",2
"4909","PARP10",1
"4910","PARP14",2
"4911","PARP15",9
"4912","PARP4",2
"4913","PARP6",1
"4914","PARP8",1
"4915","PARPBP",1
"4916","PARVA",2
"4917","PARVB",1
"4918","PARVG",5
"4919","PATJ",4
"4920","PATL2",2
"4921","PAX5",2
"4922","PAX6",8
"4923","PAX9",6
"4924","PBDC1",1
"4925","PBK",2
"4926","PBLD",5
"4927","PBX1",3
"4928","PBX3",4
"4929","PBX4",1
"4930","PBXIP1",3
"4931","PCBP1",24
"4932","PCBP3",1
"4933","PCCA",1
"4934","PCDH1",2
"4935","PCDH12",1
"4936","PCDH17",4
"4937","PCDH18",4
"4938","PCDH7",3
"4939","PCDH9",3
"4940","PCDHAC1",1
"4941","PCDHAC2",2
"4942","PCDHB10",1
"4943","PCDHB11",7
"4944","PCDHB12",1
"4945","PCDHB13",1
"4946","PCDHB15",1
"4947","PCDHB16",1
"4948","PCDHB2",4
"4949","PCDHB3",2
"4950","PCDHB4",2
"4951","PCDHB5",2
"4952","PCDHB6",1
"4953","PCDHB7",3
"4954","PCDHB8",1
"4955","PCDHB9",2
"4956","PCDHGA1",3
"4957","PCDHGA10",3
"4958","PCDHGA11",1
"4959","PCDHGA12",3
"4960","PCDHGA2",1
"4961","PCDHGA3",1
"4962","PCDHGA4",3
"4963","PCDHGA5",1
"4964","PCDHGA8",6
"4965","PCDHGA9",1
"4966","PCDHGB1",3
"4967","PCDHGB2",2
"4968","PCDHGB4",1
"4969","PCDHGB5",2
"4970","PCDHGB6",1
"4971","PCDHGB7",3
"4972","PCDHGC3",4
"4973","PCDHGC4",22
"4974","PCDHGC5",2
"4975","PCED1A",2
"4976","PCED1B",1
"4977","PCGF2",1
"4978","PCGF3",1
"4979","PCGF5",1
"4980","PCK1",8
"4981","PCK2",3
"4982","PCLAF",7
"4983","PCLO",2
"4984","PCNX2",4
"4985","PCOLCE",2
"4986","PCOLCE2",2
"4987","PCP2",16
"4988","PCP4",3
"4989","PCP4L1",6
"4990","PCSK1",1
"4991","PCSK1N",2
"4992","PCSK6",3
"4993","PCSK7",10
"4994","PCSK9",5
"4995","PCYOX1",1
"4996","PCYT1B",2
"4997","PDCD1",1
"4998","PDCD1LG2",4
"4999","PDCD4",5
"5000","PDCD6",24
"5001","PDE10A",3
"5002","PDE1A",4
"5003","PDE1B",3
"5004","PDE1C",3
"5005","PDE2A",4
"5006","PDE3A",1
"5007","PDE3B",1
"5008","PDE4A",1
"5009","PDE4B",2
"5010","PDE4C",23
"5011","PDE4D",2
"5012","PDE5A",3
"5013","PDE6A",2
"5014","PDE6C",15
"5015","PDE7A",1
"5016","PDE7B",2
"5017","PDE8B",3
"5018","PDE9A",4
"5019","PDF",3
"5020","PDGFB",1
"5021","PDGFC",4
"5022","PDGFD",1
"5023","PDGFRA",2
"5024","PDGFRB",2
"5025","PDGFRL",3
"5026","PDIA2",1
"5027","PDIA4",2
"5028","PDK2",1
"5029","PDK3",5
"5030","PDK4",2
"5031","PDLIM2",4
"5032","PDLIM3",5
"5033","PDLIM4",4
"5034","PDLIM7",3
"5035","PDP2",1
"5036","PDPN",5
"5037","PDPR",1
"5038","PDS5B",1
"5039","PDSS1",3
"5040","PDSS2",1
"5041","PDX1",5
"5042","PDXP",24
"5043","PDZD2",8
"5044","PDZD3",14
"5045","PDZD4",4
"5046","PDZD7",5
"5047","PDZD8",9
"5048","PDZK1",11
"5049","PDZK1IP1",5
"5050","PDZRN3",4
"5051","PDZRN4",7
"5052","PEA15",1
"5053","PEAK3",2
"5054","PEAR1",2
"5055","PEBP4",1
"5056","PECAM1",2
"5057","PECR",2
"5058","PEG3",3
"5059","PELI2",1
"5060","PENK",1
"5061","PER1",1
"5062","PER3",1
"5063","PET100",24
"5064","PET117",23
"5065","PF4",3
"5066","PFDN4",1
"5067","PFDN5",23
"5068","PFKFB2",3
"5069","PFKFB4",2
"5070","PFN4",4
"5071","PGAM1",8
"5072","PGAM4",4
"5073","PGAP2",1
"5074","PGBD1",2
"5075","PGBD5",1
"5076","PGC",13
"5077","PGD",1
"5078","PGF",1
"5079","PGGHG",1
"5080","PGM1",1
"5081","PGM5",6
"5082","PGP",1
"5083","PGR",5
"5084","PGS1",1
"5085","PHACTR1",2
"5086","PHACTR2",8
"5087","PHACTR3",7
"5088","PHB",1
"5089","PHC1",5
"5090","PHC3",1
"5091","PHEX",2
"5092","PHF1",1
"5093","PHF20",1
"5094","PHF20L1",1
"5095","PHGDH",4
"5096","PHGR1",5
"5097","PHKA1",1
"5098","PHKG1",4
"5099","PHLDA1",4
"5100","PHLDA2",3
"5101","PHLDA3",5
"5102","PHLDB1",1
"5103","PHLDB2",2
"5104","PHLDB3",1
"5105","PHLPP2",1
"5106","PHOSPHO1",6
"5107","PHOX2A",1
"5108","PHYHD1",3
"5109","PHYHIP",4
"5110","PHYHIPL",4
"5111","PHYKPL",4
"5112","PI15",2
"5113","PI16",4
"5114","PI3",6
"5115","PIANP",2
"5116","PID1",1
"5117","PIDD1",1
"5118","PIEZO2",3
"5119","PIF1",2
"5120","PIFO",2
"5121","PIGL",2
"5122","PIGP",1
"5123","PIGR",8
"5124","PIGZ",10
"5125","PIK3AP1",1
"5126","PIK3CG",3
"5127","PIK3R2",24
"5128","PIK3R5",1
"5129","PILRA",3
"5130","PILRB",24
"5131","PIM2",4
"5132","PIMREG",2
"5133","PINK1",17
"5134","PINLYP",3
"5135","PIP4P2",2
"5136","PIP5K1B",1
"5137","PIP5K1C",1
"5138","PIPOX",12
"5139","PIRT",1
"5140","PITPNC1",1
"5141","PITPNM2",1
"5142","PITPNM3",3
"5143","PITX1",4
"5144","PITX2",16
"5145","PIWIL1",14
"5146","PIWIL2",4
"5147","PJA2",1
"5148","PJVK",1
"5149","PKD1",11
"5150","PKD1L1",24
"5151","PKD1L3",4
"5152","PKD2",2
"5153","PKD2L1",2
"5154","PKDCC",2
"5155","PKDREJ",19
"5156","PKHD1",2
"5157","PKHD1L1",2
"5158","PKIA",2
"5159","PKIB",10
"5160","PKIG",4
"5161","PKLR",9
"5162","PKMYT1",4
"5163","PKNOX2",3
"5164","PKP1",2
"5165","PKP2",5
"5166","PKP3",3
"5167","PLA1A",3
"5168","PLA2G10",18
"5169","PLA2G12B",9
"5170","PLA2G2A",3
"5171","PLA2G2D",4
"5172","PLA2G3",10
"5173","PLA2G4B",24
"5174","PLA2G4C",8
"5175","PLA2G4D",1
"5176","PLA2G4E",9
"5177","PLA2G4F",4
"5178","PLA2G5",3
"5179","PLA2G6",1
"5180","PLA2G7",2
"5181","PLAA",1
"5182","PLAAT2",4
"5183","PLAAT3",1
"5184","PLAAT4",1
"5185","PLAAT5",2
"5186","PLAC8",3
"5187","PLAC8L1",1
"5188","PLAC9",4
"5189","PLAGL1",1
"5190","PLAGL2",7
"5191","PLAT",1
"5192","PLAU",4
"5193","PLAUR",2
"5194","PLB1",1
"5195","PLBD1",1
"5196","PLCB1",4
"5197","PLCB4",1
"5198","PLCD1",2
"5199","PLCD3",2
"5200","PLCD4",5
"5201","PLCE1",5
"5202","PLCG1",1
"5203","PLCG2",1
"5204","PLCH1",3
"5205","PLCH2",4
"5206","PLCL1",2
"5207","PLCXD2",23
"5208","PLCXD3",2
"5209","PLD4",1
"5210","PLD6",3
"5211","PLEC",1
"5212","PLEK",2
"5213","PLEK2",3
"5214","PLEKHA2",1
"5215","PLEKHA3",1
"5216","PLEKHA4",7
"5217","PLEKHA5",2
"5218","PLEKHA6",2
"5219","PLEKHD1",1
"5220","PLEKHF1",2
"5221","PLEKHG4",5
"5222","PLEKHG4B",2
"5223","PLEKHG6",5
"5224","PLEKHH1",2
"5225","PLEKHH2",1
"5226","PLEKHJ1",1
"5227","PLEKHN1",3
"5228","PLEKHO1",3
"5229","PLEKHS1",3
"5230","PLGLB1",17
"5231","PLGLB2",20
"5232","PLIN2",2
"5233","PLIN4",3
"5234","PLIN5",3
"5235","PLK1",4
"5236","PLK4",3
"5237","PLK5",11
"5238","PLLP",9
"5239","PLN",5
"5240","PLOD2",3
"5241","PLP1",3
"5242","PLPP1",3
"5243","PLPP2",3
"5244","PLPP3",2
"5245","PLPP4",3
"5246","PLPP6",1
"5247","PLPP7",4
"5248","PLPPR1",4
"5249","PLPPR2",1
"5250","PLPPR4",5
"5251","PLPPR5",1
"5252","PLS1",4
"5253","PLS3",1
"5254","PLSCR3",24
"5255","PLSCR4",2
"5256","PLTP",2
"5257","PLXDC2",1
"5258","PLXNA3",1
"5259","PLXNA4",2
"5260","PLXNB1",1
"5261","PLXNB3",3
"5262","PLXNC1",2
"5263","PM20D2",3
"5264","PMAIP1",1
"5265","PMEL",3
"5266","PMEPA1",1
"5267","PMF1",1
"5268","PMFBP1",5
"5269","PMM1",5
"5270","PMM2",13
"5271","PMP2",2
"5272","PMP22",4
"5273","PNCK",3
"5274","PNKP",1
"5275","PNMA1",3
"5276","PNMA2",1
"5277","PNMA3",3
"5278","PNMA6A",3
"5279","PNMA8A",5
"5280","PNMA8B",4
"5281","PNMA8C",1
"5282","PNMT",1
"5283","PNN",2
"5284","PNOC",3
"5285","PNPLA1",2
"5286","PNPLA2",1
"5287","PNPLA3",8
"5288","PNPLA4",1
"5289","PNPLA7",3
"5290","PNRC1",1
"5291","POC1A",2
"5292","POC1B-GALNT4",24
"5293","PODN",6
"5294","PODNL1",3
"5295","PODXL2",3
"5296","POF1B",7
"5297","POFUT1",1
"5298","POFUT2",2
"5299","POGLUT3",1
"5300","POLA1",2
"5301","POLA2",6
"5302","POLD4",24
"5303","POLE2",2
"5304","POLN",2
"5305","POLQ",3
"5306","POLR1E",1
"5307","POLR2I",1
"5308","POLR2J2",24
"5309","POLR2J3",23
"5310","POLR3G",3
"5311","POLR3GL",12
"5312","POMC",3
"5313","POMK",24
"5314","POMZP3",1
"5315","PON1",1
"5316","PON3",3
"5317","POPDC2",3
"5318","POPDC3",1
"5319","POSTN",4
"5320","POTEE",22
"5321","POTEF",8
"5322","POTEJ",22
"5323","POU2AF1",2
"5324","POU2F3",5
"5325","POU3F3",1
"5326","POU4F3",1
"5327","POU5F1",9
"5328","POU5F1B",16
"5329","POU5F2",18
"5330","POU6F1",3
"5331","POU6F2",4
"5332","PP2D1",24
"5333","PPAN",22
"5334","PPARA",1
"5335","PPARG",3
"5336","PPARGC1A",2
"5337","PPARGC1B",1
"5338","PPBP",6
"5339","PPEF1",2
"5340","PPFIA3",1
"5341","PPFIA4",2
"5342","PPIAL4D",23
"5343","PPIAL4E",24
"5344","PPIB",21
"5345","PPIP5K1",1
"5346","PPL",8
"5347","PPM1B",3
"5348","PPM1E",6
"5349","PPM1H",7
"5350","PPM1J",2
"5351","PPM1L",1
"5352","PPM1N",3
"5353","PPP1R12B",3
"5354","PPP1R12C",4
"5355","PPP1R14A",3
"5356","PPP1R14C",6
"5357","PPP1R14D",9
"5358","PPP1R15A",2
"5359","PPP1R16A",3
"5360","PPP1R16B",2
"5361","PPP1R1A",2
"5362","PPP1R1B",3
"5363","PPP1R1C",6
"5364","PPP1R2",1
"5365","PPP1R35",2
"5366","PPP1R36",2
"5367","PPP1R3B",1
"5368","PPP1R3C",5
"5369","PPP1R3D",1
"5370","PPP1R3E",1
"5371","PPP1R3F",11
"5372","PPP1R3G",2
"5373","PPP1R9A",2
"5374","PPP2R2B",5
"5375","PPP2R2C",12
"5376","PPP2R2D",1
"5377","PPP2R3A",3
"5378","PPP3CC",1
"5379","PPT1",1
"5380","PPT2",1
"5381","PRAC1",4
"5382","PRAC2",1
"5383","PRAF2",5
"5384","PRAG1",3
"5385","PRAM1",1
"5386","PRAME",4
"5387","PRAP1",14
"5388","PRC1",24
"5389","PRCD",2
"5390","PRCP",1
"5391","PRDM1",4
"5392","PRDM12",2
"5393","PRDM16",1
"5394","PRDM6",4
"5395","PRDM8",3
"5396","PRELID1",4
"5397","PRELID2",3
"5398","PRELID3B",3
"5399","PRELP",5
"5400","PREX2",1
"5401","PRF1",1
"5402","PRG2",5
"5403","PRG4",3
"5404","PRH2",2
"5405","PRICKLE1",6
"5406","PRICKLE2",4
"5407","PRICKLE4",24
"5408","PRIM1",1
"5409","PRIMA1",3
"5410","PRKAA2",2
"5411","PRKACB",2
"5412","PRKAR2A",1
"5413","PRKAR2B",1
"5414","PRKCB",3
"5415","PRKCG",6
"5416","PRKCQ",5
"5417","PRKCZ",2
"5418","PRKD1",4
"5419","PRKDC",11
"5420","PRKG1",2
"5421","PRKG2",3
"5422","PRKN",1
"5423","PRKRIP1",2
"5424","PRKX",2
"5425","PRLR",10
"5426","PRMT2",2
"5427","PRND",1
"5428","PRNP",3
"5429","PROB1",10
"5430","PROC",1
"5431","PROCA1",1
"5432","PROCR",1
"5433","PRODH",7
"5434","PROK2",3
"5435","PROM1",4
"5436","PROM2",6
"5437","PRORP",20
"5438","PROS1",1
"5439","PROSER1",4
"5440","PROSER2",2
"5441","PROSER3",1
"5442","PROX1",16
"5443","PROX2",9
"5444","PROZ",9
"5445","PRPF18",21
"5446","PRPF31",1
"5447","PRPF40B",4
"5448","PRPH",2
"5449","PRPH2",1
"5450","PRR11",2
"5451","PRR13",6
"5452","PRR15",3
"5453","PRR15L",3
"5454","PRR16",1
"5455","PRR22",2
"5456","PRR29",3
"5457","PRR36",9
"5458","PRR4",1
"5459","PRR5L",2
"5460","PRR7",6
"5461","PRRC2C",3
"5462","PRRG2",3
"5463","PRRG3",1
"5464","PRRG4",7
"5465","PRRT1",5
"5466","PRRT1B",7
"5467","PRRT2",2
"5468","PRRX1",3
"5469","PRSS12",12
"5470","PRSS16",5
"5471","PRSS2",2
"5472","PRSS22",4
"5473","PRSS23",4
"5474","PRSS3",4
"5475","PRSS33",16
"5476","PRSS35",1
"5477","PRSS48",24
"5478","PRSS53",24
"5479","PRSS56",21
"5480","PRSS8",5
"5481","PRTG",3
"5482","PRUNE2",1
"5483","PRX",2
"5484","PSAP",1
"5485","PSAPL1",1
"5486","PSAT1",7
"5487","PSCA",2
"5488","PSD",3
"5489","PSD2",1
"5490","PSD4",3
"5491","PSEN2",4
"5492","PSENEN",1
"5493","PSMA1",24
"5494","PSMA2",24
"5495","PSMA6",24
"5496","PSMB10",5
"5497","PSMC1",24
"5498","PSMC3IP",1
"5499","PSMD9",16
"5500","PSORS1C1",15
"5501","PSPN",24
"5502","PSRC1",1
"5503","PSTPIP1",1
"5504","PSTPIP2",4
"5505","PTAFR",1
"5506","PTBP2",2
"5507","PTBP3",3
"5508","PTCD1",19
"5509","PTCH1",2
"5510","PTCH2",3
"5511","PTCHD1",4
"5512","PTER",3
"5513","PTGDR",2
"5514","PTGDR2",2
"5515","PTGDS",11
"5516","PTGER1",2
"5517","PTGER2",2
"5518","PTGER3",5
"5519","PTGES",1
"5520","PTGES3L",7
"5521","PTGFR",2
"5522","PTGFRN",2
"5523","PTGIR",2
"5524","PTGIS",6
"5525","PTGR1",1
"5526","PTGR2",21
"5527","PTGS1",3
"5528","PTGS2",1
"5529","PTH1R",2
"5530","PTHLH",1
"5531","PTK6",4
"5532","PTK7",4
"5533","PTN",4
"5534","PTOV1",9
"5535","PTP4A1",24
"5536","PTP4A3",3
"5537","PTPMT1",20
"5538","PTPN13",5
"5539","PTPN14",6
"5540","PTPN22",2
"5541","PTPN3",3
"5542","PTPN5",2
"5543","PTPRC",3
"5544","PTPRD",7
"5545","PTPRE",1
"5546","PTPRG",3
"5547","PTPRH",10
"5548","PTPRJ",2
"5549","PTPRK",1
"5550","PTPRN",4
"5551","PTPRN2",1
"5552","PTPRO",12
"5553","PTPRR",4
"5554","PTPRS",1
"5555","PTPRT",6
"5556","PTPRU",3
"5557","PTPRZ1",5
"5558","PTRH1",24
"5559","PTRHD1",1
"5560","PTTG1",3
"5561","PUDP",2
"5562","PUM3",1
"5563","PURA",2
"5564","PURG",1
"5565","PUS7",3
"5566","PVRIG",24
"5567","PWP2",1
"5568","PWWP3A",1
"5569","PXDC1",6
"5570","PXDN",2
"5571","PXDNL",2
"5572","PXMP2",12
"5573","PYCR1",1
"5574","PYCR3",1
"5575","PYGB",2
"5576","PYGL",1
"5577","PYGM",3
"5578","PYGO1",3
"5579","PYHIN1",1
"5580","PYROXD2",3
"5581","PYY",4
"5582","PZP",2
"5583","QKI",3
"5584","QPCT",2
"5585","QPRT",4
"5586","QRFP",16
"5587","QRICH2",4
"5588","QSER1",9
"5589","QSOX1",1
"5590","QTRT1",1
"5591","R3HDML",23
"5592","RAB11FIP1",3
"5593","RAB11FIP4",3
"5594","RAB12",2
"5595","RAB13",24
"5596","RAB15",2
"5597","RAB17",6
"5598","RAB19",6
"5599","RAB23",4
"5600","RAB24",13
"5601","RAB25",3
"5602","RAB26",7
"5603","RAB27B",2
"5604","RAB30",1
"5605","RAB31",3
"5606","RAB32",1
"5607","RAB34",4
"5608","RAB36",5
"5609","RAB38",2
"5610","RAB39A",3
"5611","RAB3C",1
"5612","RAB3IL1",4
"5613","RAB3IP",3
"5614","RAB40A",8
"5615","RAB40C",1
"5616","RAB41",5
"5617","RAB42",1
"5618","RAB43",24
"5619","RAB44",1
"5620","RAB4B",24
"5621","RAB5IF",17
"5622","RAB6B",5
"5623","RAB6D",4
"5624","RAB7B",1
"5625","RAB8B",1
"5626","RAB9B",4
"5627","RABAC1",24
"5628","RABEP2",1
"5629","RABGAP1L",1
"5630","RABGEF1",24
"5631","RABL2A",1
"5632","RAC2",1
"5633","RAC3",2
"5634","RACGAP1",2
"5635","RAD50",24
"5636","RAD51",2
"5637","RAD51AP1",3
"5638","RAD51AP2",3
"5639","RAD54B",9
"5640","RAD54L",2
"5641","RAD9A",2
"5642","RADIL",3
"5643","RAET1G",5
"5644","RAET1L",6
"5645","RAG1",8
"5646","RAI14",1
"5647","RAI2",4
"5648","RALGAPA2",4
"5649","RALGDS",24
"5650","RALGPS2",2
"5651","RAMAC",24
"5652","RAMP1",3
"5653","RAMP2",3
"5654","RAMP3",2
"5655","RANBP3L",2
"5656","RANBP9",1
"5657","RANGRF",24
"5658","RAP1A",2
"5659","RAP1GAP",3
"5660","RAP1GAP2",1
"5661","RAPGEF3",2
"5662","RAPGEF4",2
"5663","RAPGEFL1",5
"5664","RAPH1",3
"5665","RARB",7
"5666","RARRES1",4
"5667","RARRES2",4
"5668","RASA4",24
"5669","RASA4B",24
"5670","RASAL1",2
"5671","RASAL3",1
"5672","RASD1",5
"5673","RASD2",2
"5674","RASEF",3
"5675","RASGEF1A",1
"5676","RASGEF1C",1
"5677","RASGRF1",3
"5678","RASGRF2",4
"5679","RASGRP1",4
"5680","RASGRP2",10
"5681","RASGRP4",2
"5682","RASIP1",1
"5683","RASL10A",1
"5684","RASL10B",3
"5685","RASL11A",2
"5686","RASL11B",14
"5687","RASL12",3
"5688","RASSF10",16
"5689","RASSF2",4
"5690","RASSF5",1
"5691","RASSF6",3
"5692","RASSF7",3
"5693","RASSF8",4
"5694","RASSF9",1
"5695","RBBP8NL",5
"5696","RBBP9",1
"5697","RBCK1",1
"5698","RBFOX1",1
"5699","RBFOX3",19
"5700","RBKS",1
"5701","RBL1",6
"5702","RBM14-RBM4",14
"5703","RBM15",11
"5704","RBM20",1
"5705","RBM24",6
"5706","RBM34",24
"5707","RBM38",2
"5708","RBM39",1
"5709","RBM4",23
"5710","RBM41",1
"5711","RBM44",1
"5712","RBM47",3
"5713","RBM5",1
"5714","RBM6",1
"5715","RBMS1",3
"5716","RBMS3",4
"5717","RBP1",1
"5718","RBP2",13
"5719","RBP4",1
"5720","RBP5",4
"5721","RBP7",2
"5722","RBPMS",3
"5723","RBPMS2",4
"5724","RCAN2",4
"5725","RCAN3",1
"5726","RCC1",1
"5727","RCCD1",2
"5728","RCL1",1
"5729","RCN3",5
"5730","RCOR2",1
"5731","RCSD1",1
"5732","RDH12",4
"5733","RDH13",1
"5734","RDH16",2
"5735","RDH5",19
"5736","RDM1",2
"5737","RDX",1
"5738","REC8",1
"5739","RECK",2
"5740","RECQL4",3
"5741","REELD1",1
"5742","REEP1",5
"5743","REEP2",3
"5744","REEP3",1
"5745","REEP6",4
"5746","REG1A",4
"5747","REG1B",6
"5748","REG3A",5
"5749","REL",16
"5750","RELL2",7
"5751","RELN",3
"5752","REM1",1
"5753","REN",8
"5754","REP15",21
"5755","REPS2",5
"5756","RERG",5
"5757","RET",3
"5758","RETN",2
"5759","RETNLB",7
"5760","RETREG1",5
"5761","REV3L",1
"5762","REX1BD",1
"5763","REXO2",1
"5764","RFC3",3
"5765","RFESD",1
"5766","RFLNA",5
"5767","RFLNB",1
"5768","RFTN1",1
"5769","RFTN2",2
"5770","RFWD3",2
"5771","RFX2",1
"5772","RFX8",2
"5773","RGCC",1
"5774","RGL1",1
"5775","RGL4",5
"5776","RGMA",1
"5777","RGMB",1
"5778","RGN",3
"5779","RGPD1",17
"5780","RGPD2",11
"5781","RGPD3",17
"5782","RGPD8",24
"5783","RGS11",5
"5784","RGS13",3
"5785","RGS16",1
"5786","RGS17",5
"5787","RGS18",1
"5788","RGS2",3
"5789","RGS20",6
"5790","RGS4",4
"5791","RGS5",3
"5792","RGS6",1
"5793","RGS7BP",5
"5794","RGS8",1
"5795","RGS9",1
"5796","RHBDF2",1
"5797","RHBDL1",1
"5798","RHBDL2",11
"5799","RHBDL3",6
"5800","RHCE",2
"5801","RHCG",4
"5802","RHD",19
"5803","RHEBL1",1
"5804","RHEX",2
"5805","RHOB",3
"5806","RHOBTB1",1
"5807","RHOBTB2",2
"5808","RHOBTB3",1
"5809","RHOC",2
"5810","RHOD",3
"5811","RHOF",18
"5812","RHOH",4
"5813","RHOJ",6
"5814","RHOQ",3
"5815","RHOT2",1
"5816","RHOU",1
"5817","RHOV",2
"5818","RHOXF1",1
"5819","RHPN1",1
"5820","RHPN2",3
"5821","RIBC2",3
"5822","RIC3",3
"5823","RIF1",1
"5824","RIIAD1",13
"5825","RILP",1
"5826","RILPL1",3
"5827","RIMBP2",1
"5828","RIMBP3",1
"5829","RIMKLB",4
"5830","RIMS1",1
"5831","RIMS2",1
"5832","RIMS3",1
"5833","RIN2",1
"5834","RINL",1
"5835","RIPK2",1
"5836","RIPK3",1
"5837","RIPK4",3
"5838","RIPOR2",3
"5839","RIPOR3",1
"5840","RIPPLY1",1
"5841","RIPPLY3",1
"5842","RLN2",1
"5843","RMDN2",1
"5844","RMI2",3
"5845","RNASE1",2
"5846","RNASE10",24
"5847","RNASE4",24
"5848","RNASE6",3
"5849","RNASE7",3
"5850","RNASEH2A",24
"5851","RNASEH2C",3
"5852","RNASEK",24
"5853","RNASET2",1
"5854","RND1",2
"5855","RND2",3
"5856","RNF103",1
"5857","RNF103-CHMP3",1
"5858","RNF112",7
"5859","RNF122",1
"5860","RNF125",1
"5861","RNF128",7
"5862","RNF144A",2
"5863","RNF144B",1
"5864","RNF148",5
"5865","RNF150",6
"5866","RNF157",2
"5867","RNF166",1
"5868","RNF175",9
"5869","RNF180",1
"5870","RNF182",4
"5871","RNF183",2
"5872","RNF186",5
"5873","RNF19B",1
"5874","RNF207",8
"5875","RNF212",1
"5876","RNF217",4
"5877","RNF223",4
"5878","RNF224",11
"5879","RNF24",1
"5880","RNF31",24
"5881","RNF32",4
"5882","RNF39",4
"5883","RNF43",4
"5884","RNFT2",10
"5885","RNGTT",1
"5886","RNLS",1
"5887","RNPC3",1
"5888","ROBO1",3
"5889","ROBO2",4
"5890","ROBO3",1
"5891","ROBO4",1
"5892","ROGDI",4
"5893","ROM1",1
"5894","ROMO1",1
"5895","ROR1",2
"5896","ROR2",4
"5897","RORA",3
"5898","RORB",2
"5899","RORC",4
"5900","ROS1",5
"5901","RP1",7
"5902","RP1L1",4
"5903","RPEL1",5
"5904","RPGRIP1",1
"5905","RPGRIP1L",2
"5906","RPH3A",1
"5907","RPL13",1
"5908","RPL17",24
"5909","RPL22",5
"5910","RPL23A",6
"5911","RPL26",24
"5912","RPL30",3
"5913","RPL36A",24
"5914","RPL37",1
"5915","RPL39",1
"5916","RPL41",24
"5917","RPL9",2
"5918","RPP21",24
"5919","RPP25",1
"5920","RPRM",3
"5921","RPS10",24
"5922","RPS15A",15
"5923","RPS17",24
"5924","RPS23",6
"5925","RPS3A",2
"5926","RPS4Y1",8
"5927","RPS6KA1",2
"5928","RPS6KA6",4
"5929","RRAD",4
"5930","RRAGA",1
"5931","RRAGD",1
"5932","RRAS",2
"5933","RRAS2",1
"5934","RRH",6
"5935","RRM2",3
"5936","RSAD1",1
"5937","RSAD2",2
"5938","RSKR",1
"5939","RSPH1",3
"5940","RSPH14",4
"5941","RSPH9",18
"5942","RSPO1",1
"5943","RSPO2",3
"5944","RSPO3",2
"5945","RSPO4",1
"5946","RSRP1",1
"5947","RTBDN",1
"5948","RTEL1",24
"5949","RTKN2",3
"5950","RTL1",12
"5951","RTL10",1
"5952","RTL5",4
"5953","RTL8A",1
"5954","RTL8B",4
"5955","RTL8C",4
"5956","RTN1",3
"5957","RTN2",1
"5958","RTN4IP1",1
"5959","RTN4R",3
"5960","RUBCNL",10
"5961","RUFY4",1
"5962","RUNDC3B",1
"5963","RUNX1",1
"5964","RUNX1T1",7
"5965","RUNX2",2
"5966","RUSC2",4
"5967","RWDD1",1
"5968","RWDD3",16
